status_code, message, timestamp
2, "The PRT is currently down between Engineering and Beechurst.", 2010/12/08 13:27:57
5, "The PRT is currently out of service at the Health Sciences Center", 2010/12/06 12:43:27
5, "The PRT is temporary out of service between Engineering and Beechurst stations buses are running between bus turnarounds.", 2010/12/02 12:48:20
5, "The prt will be temporarilyu out of service due to a problem in the mnt facility estimated time will be 10 mins", 2010/12/02 12:38:03
1, "The PRT is currently running on a normal schedule.", 2010/12/02 07:38:20
5, "The PRT is out of service between Walnut Beechurst and Engineering buses are operating at the buse turnarounds at these stations.", 2010/11/30 09:12:28
5, "The prt is out of service between wal and bee busses will be picking up at the turnarounds at bee and eng and out side of wal sta", 2010/11/30 08:59:29
5, "PRT is currently out of service between Beechurst and Walnut", 2010/11/30 08:52:04
1, "The PRT is currently running on a normal schedule.", 2010/11/18 08:22:53
5, "The PRT is currently down between Towers and Beechurst stations buses are operating Beechurst and Towers stations", 2010/11/18 08:10:29
2, "The PRT is currently down between Towers and Engineering.", 2010/11/18 07:57:54
5, "The prt is currently down between HOS and ENG stations we have busses picking up at the bottom of mountaineer station at Hos and at the crosswalk by the tennis courts at tow and at the turnarounds at Bee and Eng stations", 2010/11/18 07:01:42
2, "The PRT is currently down between Health Sciences Center and Towers.", 2010/11/18 06:51:36
1, "The PRT is currently running on a normal schedule.", 2010/11/16 16:37:44
1, "The PRT is currently running on a normal schedule.", 2010/11/10 12:19:00
5, "The prt will be stopping traffic briefly to reboot computers service will resume promptly", 2010/11/10 12:04:02
2, "The PRT is currently down between Engineering and Beechurst.", 2010/11/09 11:55:15
5, "PRT is out of service at beechurst to walnut - busses are running", 2010/11/05 13:16:32
1, "The PRT is currently running on a normal schedule.", 2010/11/03 22:48:54
1, "The PRT is currently running on a normal schedule.", 2010/11/01 08:26:02
2, "The PRT is currently down between Beechurst and Walnut Street.", 2010/11/01 08:12:58
2, "The PRT is currently down between Beechurst and Towers.", 2010/10/28 12:30:58
2, "The PRT is currently down between Towers and Engineering.", 2010/10/28 12:28:17
6, "The PRT is currently down at the Health Sciences Center station.", 2010/10/27 10:35:35
5, "PRT out of service between eng. and beech. stations - busses are running between those stations.", 2010/10/26 12:48:03
2, "The PRT is currently down between Engineering and Beechurst.", 2010/10/26 12:46:25
5, "The PRT is currently down at Medical Station.", 2010/10/25 16:32:20
6, "The PRT is currently down at the Health Sciences Center station.", 2010/10/25 16:30:28
1, "The PRT is currently running on a normal schedule.", 2010/10/23 11:47:15
4, "The PRT is currently down.", 2010/10/23 11:14:35
2, "The PRT is currently down between Towers and Health Sciences Center.", 2010/10/21 10:50:14
2, "The PRT is currently down between Beechurst and Walnut Street.", 2010/10/21 08:52:17
6, "The PRT is currently down at the Towers station.", 2010/10/19 11:21:54
6, "The PRT is currently down at the Health Sciences Center station.", 2010/10/19 11:07:10
1, "The PRT is currently running on a normal schedule.", 2010/10/18 19:13:30
1, "The PRT is currently running on a normal schedule.", 2010/10/14 17:19:31
4, "The PRT is currently down.", 2010/10/14 17:04:40
1, "The PRT is currently running on a normal schedule.", 2010/10/14 17:01:45
1, "The PRT is currently running on a normal schedule.", 2010/10/11 10:34:12
1, "The PRT is currently running on a normal schedule.", 2010/10/07 07:31:50
2, "The PRT is currently down between Engineering and Health Sciences Center.", 2010/10/06 07:50:49
1, "The PRT is currently running on a normal schedule.", 2010/10/01 13:41:36
5, "The PRT is currently out of service all stations except Walnut to Beechurst", 2010/10/01 13:11:40
1, "The PRT is currently running on a normal schedule.", 2010/09/29 14:02:44
5, "The PRT is currently down between Walnut and Beechurst", 2010/09/29 13:41:18
5, "PRT is down from beechurst and engineering. Busses are running between those stations.", 2010/09/29 12:35:34
5, "PRT is out of service between engineering  beechurst and walnut. Busses are picking up at engineering and beechurst.", 2010/09/29 12:31:01
1, "The PRT is currently running on a normal schedule.", 2010/09/29 09:44:13
2, "The PRT is currently down between Engineering and Beechurst.", 2010/09/29 09:39:21
2, "The PRT is currently down between Engineering and Beechurst.", 2010/09/29 07:49:48
1, "The PRT is currently running on a normal schedule.", 2010/09/27 12:10:24
5, "The PRT will be out of service for about 15 minutes to reboot our computers", 2010/09/27 08:54:05
1, "The PRT is currently running on a normal schedule.", 2010/09/24 08:46:40
1, "The PRT is currently running on a normal schedule.", 2010/08/26 09:42:36
2, "The PRT is currently down between Engineering and Beechurst.", 2010/08/26 07:50:50
6, "The PRT is currently down at the Walnut Street station.", 2010/07/14 16:47:36
1, "The PRT is currently running on a normal schedule.", 2010/07/06 14:48:38
1, "The PRT is currently running on a normal schedule.", 2010/07/03 07:19:39
5, "The PRT is currently running on a normal schedule.  The PRT will be closed July 2  ", 2010/06/30 10:41:52
1, "The PRT is currently running on a normal schedule.", 2010/06/23 12:42:51
6, "The PRT is currently down at the Engineering station.", 2010/06/23 11:48:24
4, "The PRT is currently down.", 2010/06/09 13:38:24
6, "The PRT is currently down at the Health Sciences Center station.", 2010/06/09 07:45:44
1, "The PRT is currently running on a normal schedule.", 2010/06/09 07:33:26
6, "The PRT is currently down at the Health Sciences Center station.", 2010/06/09 06:33:40
2, "The PRT is currently down between Beechurst and Engineering.", 2010/06/04 11:42:31
1, "The PRT is currently running on a normal schedule.", 2010/06/03 14:36:46
2, "The PRT is currently down between Engineering and Walnut Street.", 2010/06/03 14:02:16
1, "The PRT is currently running on a normal schedule.", 2010/05/27 12:14:21
1, "The PRT is currently running on a normal schedule.", 2010/05/25 17:21:13
1, "The PRT is currently running on a normal schedule.", 2010/05/24 07:10:54
1, "The PRT is currently running on a normal schedule.", 2010/05/20 08:10:11
2, "The PRT is currently down between Engineering and Beechurst.", 2010/05/20 07:51:27
1, "The PRT is currently running on a normal schedule.", 2010/05/17 08:49:38
1, "The PRT is currently running on a normal schedule.", 2010/05/17 06:01:06
1, "The PRT is currently running on a normal schedule.", 2010/05/07 10:48:02
1, "The PRT is currently running on a normal schedule.", 2010/05/06 18:30:09
6, "The PRT is currently down at the Health Sciences Center station.", 2010/05/06 18:06:38
1, "The PRT is currently running on a normal schedule.", 2010/05/05 12:40:34
1, "The PRT is currently running on a normal schedule.", 2010/04/30 07:00:02
2, "The PRT is currently down between Beechurst and Health Sciences Center.", 2010/04/30 06:52:15
2, "The PRT is currently down between Beechurst and Engineering.", 2010/04/23 16:31:42
6, "The PRT is currently down at the Walnut Street station.", 2010/04/12 19:24:53
4, "The PRT is currently down.", 2010/04/12 17:34:29
1, "The PRT is currently running on a normal schedule.", 2010/04/12 16:21:01
5, "The prt is currently down from ENG to TOW and HOS and HOS and TOW to ENG", 2010/04/05 07:45:29
5, "The PRT is down for Spring Break (March 27 -April 3)", 2010/03/31 10:34:03
